,country,year,CL,PR,Status,Region_Code,Region_Name,is_ldc
4197,Saint Vincent and the Grenadines,2015,1,1,F,19,Americas,0
4198,Saint Vincent and the Grenadines,2016,1,1,F,19,Americas,0
4199,Saint Vincent and the Grenadines,2017,1,1,F,19,Americas,0
4200,Saint Vincent and the Grenadines,2018,1,1,F,19,Americas,0
4201,Saint Vincent and the Grenadines,2019,1,1,F,19,Americas,0
4202,Saint Vincent and the Grenadines,2020,1,1,F,19,Americas,0
4203,Sudan,1995,7,7,NF,2,Africa,1
4204,Sudan,1996,7,7,NF,2,Africa,1
4205,Sudan,1997,7,7,NF,2,Africa,1
4206,Sudan,1998,7,7,NF,2,Africa,1
4207,Sudan,1999,7,7,NF,2,Africa,1
4208,Sudan,2000,7,7,NF,2,Africa,1
4209,Sudan,2001,7,7,NF,2,Africa,1
4210,Sudan,2002,7,7,NF,2,Africa,1
4211,Sudan,2003,7,7,NF,2,Africa,1
4212,Sudan,2004,7,7,NF,2,Africa,1
4213,Sudan,2005,7,7,NF,2,Africa,1
4214,Sudan,2006,7,7,NF,2,Africa,1
4215,Sudan,2007,7,7,NF,2,Africa,1
4216,Sudan,2008,7,7,NF,2,Africa,1
4217,Sudan,2009,7,7,NF,2,Africa,1
4218,Sudan,2010,7,7,NF,2,Africa,1
4219,Sudan,2011,7,7,NF,2,Africa,1
4220,Sudan,2012,7,7,NF,2,Africa,1
4221,Sudan,2013,7,7,NF,2,Africa,1
4222,Sudan,2014,7,7,NF,2,Africa,1
4223,Sudan,2015,7,7,NF,2,Africa,1
4224,Sudan,2016,7,7,NF,2,Africa,1
4225,Sudan,2017,7,7,NF,2,Africa,1
4226,Sudan,2018,7,7,NF,2,Africa,1
4227,Sudan,2019,6,7,NF,2,Africa,1
4228,Sudan,2020,6,7,NF,2,Africa,1
4229,Suriname,1995,3,3,PF,19,Americas,0
4230,Suriname,1996,3,3,PF,19,Americas,0
4231,Suriname,1997,3,3,PF,19,Americas,0
4232,Suriname,1998,3,3,PF,19,Americas,0
4233,Suriname,1999,3,3,PF,19,Americas,0
4234,Suriname,2000,2,1,F,19,Americas,0
4235,Suriname,2001,2,1,F,19,Americas,0
4236,Suriname,2002,2,1,F,19,Americas,0
4237,Suriname,2003,2,1,F,19,Americas,0
4238,Suriname,2004,2,1,F,19,Americas,0
4239,Suriname,2005,2,2,F,19,Americas,0
4240,Suriname,2006,2,2,F,19,Americas,0
4241,Suriname,2007,2,2,F,19,Americas,0
4242,Suriname,2008,2,2,F,19,Americas,0
4243,Suriname,2009,2,2,F,19,Americas,0
4244,Suriname,2010,2,2,F,19,Americas,0
4245,Suriname,2011,2,2,F,19,Americas,0
4246,Suriname,2012,2,2,F,19,Americas,0
4247,Suriname,2013,2,2,F,19,Americas,0
4248,Suriname,2014,2,2,F,19,Americas,0
4249,Suriname,2015,3,2,F,19,Americas,0
4250,Suriname,2016,3,2,F,19,Americas,0
4251,Suriname,2017,2,2,F,19,Americas,0
4252,Suriname,2018,3,2,F,19,Americas,0
4253,Suriname,2019,3,2,F,19,Americas,0
4254,Suriname,2020,2,2,F,19,Americas,0
4255,Sweden,1995,1,1,F,150,Europe,0
4256,Sweden,1996,1,1,F,150,Europe,0
4257,Sweden,1997,1,1,F,150,Europe,0
4258,Sweden,1998,1,1,F,150,Europe,0
4259,Sweden,1999,1,1,F,150,Europe,0
4260,Sweden,2000,1,1,F,150,Europe,0
4261,Sweden,2001,1,1,F,150,Europe,0
4262,Sweden,2002,1,1,F,150,Europe,0
4263,Sweden,2003,1,1,F,150,Europe,0
4264,Sweden,2004,1,1,F,150,Europe,0
4265,Sweden,2005,1,1,F,150,Europe,0
4266,Sweden,2006,1,1,F,150,Europe,0
4267,Sweden,2007,1,1,F,150,Europe,0
4268,Sweden,2008,1,1,F,150,Europe,0
4269,Sweden,2009,1,1,F,150,Europe,0
4270,Sweden,2010,1,1,F,150,Europe,0
4271,Sweden,2011,1,1,F,150,Europe,0
4272,Sweden,2012,1,1,F,150,Europe,0
4273,Sweden,2013,1,1,F,150,Europe,0
4274,Sweden,2014,1,1,F,150,Europe,0
4275,Sweden,2015,1,1,F,150,Europe,0
4276,Sweden,2016,1,1,F,150,Europe,0
4277,Sweden,2017,1,1,F,150,Europe,0
4278,Sweden,2018,1,1,F,150,Europe,0
4279,Sweden,2019,1,1,F,150,Europe,0
4280,Sweden,2020,1,1,F,150,Europe,0
4281,Switzerland,1995,1,1,F,150,Europe,0
4282,Switzerland,1996,1,1,F,150,Europe,0
4283,Switzerland,1997,1,1,F,150,Europe,0
4284,Switzerland,1998,1,1,F,150,Europe,0
4285,Switzerland,1999,1,1,F,150,Europe,0
4286,Switzerland,2000,1,1,F,150,Europe,0
4287,Switzerland,2001,1,1,F,150,Europe,0
4288,Switzerland,2002,1,1,F,150,Europe,0
4289,Switzerland,2003,1,1,F,150,Europe,0
4290,Switzerland,2004,1,1,F,150,Europe,0
4291,Switzerland,2005,1,1,F,150,Europe,0
4292,Switzerland,2006,1,1,F,150,Europe,0
4293,Switzerland,2007,1,1,F,150,Europe,0
4294,Switzerland,2008,1,1,F,150,Europe,0
4295,Switzerland,2009,1,1,F,150,Europe,0
4296,Switzerland,2010,1,1,F,150,Europe,0
4297,Switzerland,2011,1,1,F,150,Europe,0
4298,Switzerland,2012,1,1,F,150,Europe,0
4299,Switzerland,2013,1,1,F,150,Europe,0
4300,Switzerland,2014,1,1,F,150,Europe,0
4301,Switzerland,2015,1,1,F,150,Europe,0
4302,Switzerland,2016,1,1,F,150,Europe,0
4303,Switzerland,2017,1,1,F,150,Europe,0
4304,Switzerland,2018,1,1,F,150,Europe,0
4305,Switzerland,2019,1,1,F,150,Europe,0
4306,Switzerland,2020,1,1,F,150,Europe,0
4307,Syrian Arab Republic,1995,7,7,NF,142,Asia,0
4308,Syrian Arab Republic,1996,7,7,NF,142,Asia,0
4309,Syrian Arab Republic,1997,7,7,NF,142,Asia,0
4310,Syrian Arab Republic,1998,7,7,NF,142,Asia,0
4311,Syrian Arab Republic,1999,7,7,NF,142,Asia,0
4312,Syrian Arab Republic,2000,7,7,NF,142,Asia,0
4313,Syrian Arab Republic,2001,7,7,NF,142,Asia,0
4314,Syrian Arab Republic,2002,7,7,NF,142,Asia,0
4315,Syrian Arab Republic,2003,7,7,NF,142,Asia,0
4316,Syrian Arab Republic,2004,7,7,NF,142,Asia,0
4317,Syrian Arab Republic,2005,7,7,NF,142,Asia,0
4318,Syrian Arab Republic,2006,6,7,NF,142,Asia,0
4319,Syrian Arab Republic,2007,6,7,NF,142,Asia,0
4320,Syrian Arab Republic,2008,6,7,NF,142,Asia,0
4321,Syrian Arab Republic,2009,6,7,NF,142,Asia,0
4322,Syrian Arab Republic,2010,6,7,NF,142,Asia,0
4323,Syrian Arab Republic,2011,7,7,NF,142,Asia,0
4324,Syrian Arab Republic,2012,7,7,NF,142,Asia,0
4325,Syrian Arab Republic,2013,7,7,NF,142,Asia,0
4326,Syrian Arab Republic,2014,7,7,NF,142,Asia,0
4327,Syrian Arab Republic,2015,7,7,NF,142,Asia,0
4328,Syrian Arab Republic,2016,7,7,NF,142,Asia,0
4329,Syrian Arab Republic,2017,7,7,NF,142,Asia,0
4330,Syrian Arab Republic,2018,7,7,NF,142,Asia,0
4331,Syrian Arab Republic,2019,7,7,NF,142,Asia,0
4332,Syrian Arab Republic,2020,7,7,NF,142,Asia,0
4333,Tajikistan,1995,7,7,NF,142,Asia,0
4334,Tajikistan,1996,7,7,NF,142,Asia,0
4335,Tajikistan,1997,6,6,NF,142,Asia,0
4336,Tajikistan,1998,6,6,NF,142,Asia,0
4337,Tajikistan,1999,6,6,NF,142,Asia,0
4338,Tajikistan,2000,6,6,NF,142,Asia,0
4339,Tajikistan,2001,6,6,NF,142,Asia,0
4340,Tajikistan,2002,5,6,NF,142,Asia,0
4341,Tajikistan,2003,5,6,NF,142,Asia,0
4342,Tajikistan,2004,5,6,NF,142,Asia,0
4343,Tajikistan,2005,5,6,NF,142,Asia,0
4344,Tajikistan,2006,5,6,NF,142,Asia,0
4345,Tajikistan,2007,5,6,NF,142,Asia,0
4346,Tajikistan,2008,5,6,NF,142,Asia,0
4347,Tajikistan,2009,5,6,NF,142,Asia,0
4348,Tajikistan,2010,5,6,NF,142,Asia,0
4349,Tajikistan,2011,5,6,NF,142,Asia,0
4350,Tajikistan,2012,6,6,NF,142,Asia,0
4351,Tajikistan,2013,6,6,NF,142,Asia,0
4352,Tajikistan,2014,6,6,NF,142,Asia,0
4353,Tajikistan,2015,6,7,NF,142,Asia,0
4354,Tajikistan,2016,6,7,NF,142,Asia,0
4355,Tajikistan,2017,6,7,NF,142,Asia,0
4356,Tajikistan,2018,6,7,NF,142,Asia,0
4357,Tajikistan,2019,6,7,NF,142,Asia,0
4358,Tajikistan,2020,6,7,NF,142,Asia,0
4359,United Republic of Tanzania,1995,5,5,PF,2,Africa,1
4360,United Republic of Tanzania,1996,5,5,PF,2,Africa,1
4361,United Republic of Tanzania,1997,5,5,PF,2,Africa,1
4362,United Republic of Tanzania,1998,4,5,PF,2,Africa,1
4363,United Republic of Tanzania,1999,4,4,PF,2,Africa,1
4364,United Republic of Tanzania,2000,4,4,PF,2,Africa,1
4365,United Republic of Tanzania,2001,4,4,PF,2,Africa,1
4366,United Republic of Tanzania,2002,3,4,PF,2,Africa,1
4367,United Republic of Tanzania,2003,3,4,PF,2,Africa,1
4368,United Republic of Tanzania,2004,3,4,PF,2,Africa,1
4369,United Republic of Tanzania,2005,3,4,PF,2,Africa,1
4370,United Republic of Tanzania,2006,3,4,PF,2,Africa,1
4371,United Republic of Tanzania,2007,3,4,PF,2,Africa,1
4372,United Republic of Tanzania,2008,3,4,PF,2,Africa,1
4373,United Republic of Tanzania,2009,3,4,PF,2,Africa,1
4374,United Republic of Tanzania,2010,3,3,PF,2,Africa,1
4375,United Republic of Tanzania,2011,3,3,PF,2,Africa,1
4376,United Republic of Tanzania,2012,3,3,PF,2,Africa,1
4377,United Republic of Tanzania,2013,3,3,PF,2,Africa,1
4378,United Republic of Tanzania,2014,3,3,PF,2,Africa,1
4379,United Republic of Tanzania,2015,4,3,PF,2,Africa,1
4380,United Republic of Tanzania,2016,4,3,PF,2,Africa,1
4381,United Republic of Tanzania,2017,4,4,PF,2,Africa,1
4382,United Republic of Tanzania,2018,5,4,PF,2,Africa,1
4383,United Republic of Tanzania,2019,5,5,PF,2,Africa,1
4384,United Republic of Tanzania,2020,5,5,PF,2,Africa,1
4385,Thailand,1995,4,3,PF,142,Asia,0
4386,Thailand,1996,3,3,PF,142,Asia,0
4387,Thailand,1997,3,3,PF,142,Asia,0
4388,Thailand,1998,3,2,F,142,Asia,0
4389,Thailand,1999,3,2,F,142,Asia,0
4390,Thailand,2000,3,2,F,142,Asia,0
4391,Thailand,2001,3,2,F,142,Asia,0
4392,Thailand,2002,3,2,F,142,Asia,0
4393,Thailand,2003,3,2,F,142,Asia,0
4394,Thailand,2004,3,2,F,142,Asia,0
4395,Thailand,2005,3,3,PF,142,Asia,0
4396,Thailand,2006,4,7,NF,142,Asia,0
4397,Thailand,2007,4,6,PF,142,Asia,0
4398,Thailand,2008,4,5,PF,142,Asia,0
4399,Thailand,2009,4,5,PF,142,Asia,0
4400,Thailand,2010,4,5,PF,142,Asia,0
4401,Thailand,2011,4,4,PF,142,Asia,0
4402,Thailand,2012,4,4,PF,142,Asia,0
4403,Thailand,2013,4,4,PF,142,Asia,0
4404,Thailand,2014,5,6,NF,142,Asia,0
4405,Thailand,2015,5,6,NF,142,Asia,0
4406,Thailand,2016,5,6,NF,142,Asia,0
4407,Thailand,2017,5,6,NF,142,Asia,0
4408,Thailand,2018,5,7,NF,142,Asia,0
4409,Thailand,2019,4,6,PF,142,Asia,0
4410,Thailand,2020,5,7,NF,142,Asia,0
4411,Gambia,1995,6,7,NF,2,Africa,1
4412,Gambia,1996,6,7,NF,2,Africa,1
4413,Gambia,1997,6,7,NF,2,Africa,1
4414,Gambia,1998,5,7,NF,2,Africa,1
4415,Gambia,1999,5,7,NF,2,Africa,1
4416,Gambia,2000,5,7,NF,2,Africa,1
4417,Gambia,2001,5,5,PF,2,Africa,1
4418,Gambia,2002,4,4,PF,2,Africa,1
4419,Gambia,2003,4,4,PF,2,Africa,1
4420,Gambia,2004,4,4,PF,2,Africa,1
4421,Gambia,2005,4,5,PF,2,Africa,1
4422,Gambia,2006,4,5,PF,2,Africa,1
4423,Gambia,2007,4,5,PF,2,Africa,1
4424,Gambia,2008,4,5,PF,2,Africa,1
4425,Gambia,2009,5,5,PF,2,Africa,1
4426,Gambia,2010,5,5,PF,2,Africa,1
4427,Gambia,2011,5,6,NF,2,Africa,1
4428,Gambia,2012,6,6,NF,2,Africa,1
4429,Gambia,2013,6,6,NF,2,Africa,1
4430,Gambia,2014,6,6,NF,2,Africa,1
4431,Gambia,2015,6,7,NF,2,Africa,1
4432,Gambia,2016,6,6,NF,2,Africa,1
4433,Gambia,2017,5,4,PF,2,Africa,1
4434,Gambia,2018,5,4,PF,2,Africa,1
4435,Gambia,2019,4,4,PF,2,Africa,1
4436,Gambia,2020,4,4,PF,2,Africa,1
4437,Timor-Leste,1999,4,6,PF,142,Asia,1
4438,Timor-Leste,2000,3,6,PF,142,Asia,1
4439,Timor-Leste,2001,3,5,PF,142,Asia,1
4440,Timor-Leste,2002,3,3,PF,142,Asia,1
4441,Timor-Leste,2003,3,3,PF,142,Asia,1
4442,Timor-Leste,2004,3,3,PF,142,Asia,1
4443,Timor-Leste,2005,3,3,PF,142,Asia,1
4444,Timor-Leste,2006,4,3,PF,142,Asia,1
4445,Timor-Leste,2007,4,3,PF,142,Asia,1
4446,Timor-Leste,2008,4,3,PF,142,Asia,1
4447,Timor-Leste,2009,4,3,PF,142,Asia,1
4448,Timor-Leste,2010,4,3,PF,142,Asia,1
4449,Timor-Leste,2011,4,3,PF,142,Asia,1
4450,Timor-Leste,2012,4,3,PF,142,Asia,1
4451,Timor-Leste,2013,4,3,PF,142,Asia,1
4452,Timor-Leste,2014,3,3,PF,142,Asia,1
4453,Timor-Leste,2015,3,3,PF,142,Asia,1
4454,Timor-Leste,2016,3,3,PF,142,Asia,1
4455,Timor-Leste,2017,3,2,F,142,Asia,1
4456,Timor-Leste,2018,3,2,F,142,Asia,1
4457,Timor-Leste,2019,3,2,F,142,Asia,1
4458,Timor-Leste,2020,3,2,F,142,Asia,1
4459,Togo,1995,5,6,NF,2,Africa,1
4460,Togo,1996,5,6,NF,2,Africa,1
4461,Togo,1997,5,6,NF,2,Africa,1
4462,Togo,1998,5,6,NF,2,Africa,1
4463,Togo,1999,5,5,PF,2,Africa,1
4464,Togo,2000,5,5,PF,2,Africa,1
4465,Togo,2001,5,5,PF,2,Africa,1
4466,Togo,2002,5,6,NF,2,Africa,1
4467,Togo,2003,5,6,NF,2,Africa,1
4468,Togo,2004,5,6,NF,2,Africa,1
4469,Togo,2005,5,6,NF,2,Africa,1
4470,Togo,2006,5,6,NF,2,Africa,1
4471,Togo,2007,5,5,PF,2,Africa,1
4472,Togo,2008,5,5,PF,2,Africa,1
4473,Togo,2009,4,5,PF,2,Africa,1
4474,Togo,2010,4,5,PF,2,Africa,1
4475,Togo,2011,4,5,PF,2,Africa,1
4476,Togo,2012,4,5,PF,2,Africa,1
4477,Togo,2013,4,4,PF,2,Africa,1
4478,Togo,2014,4,4,PF,2,Africa,1
4479,Togo,2015,4,4,PF,2,Africa,1
4480,Togo,2016,4,4,PF,2,Africa,1
4481,Togo,2017,4,4,PF,2,Africa,1
4482,Togo,2018,4,5,PF,2,Africa,1
4483,Togo,2019,4,5,PF,2,Africa,1
4484,Togo,2020,4,5,PF,2,Africa,1
4485,Tonga,1995,3,5,PF,9,Oceania,0
4486,Tonga,1996,3,5,PF,9,Oceania,0
4487,Tonga,1997,3,5,PF,9,Oceania,0
4488,Tonga,1998,3,5,PF,9,Oceania,0
4489,Tonga,1999,3,5,PF,9,Oceania,0
4490,Tonga,2000,3,5,PF,9,Oceania,0
4491,Tonga,2001,3,5,PF,9,Oceania,0
4492,Tonga,2002,3,5,PF,9,Oceania,0
4493,Tonga,2003,3,5,PF,9,Oceania,0
4494,Tonga,2004,3,5,PF,9,Oceania,0
4495,Tonga,2005,3,5,PF,9,Oceania,0
4496,Tonga,2006,3,5,PF,9,Oceania,0
4497,Tonga,2007,3,5,PF,9,Oceania,0
4498,Tonga,2008,3,5,PF,9,Oceania,0
4499,Tonga,2009,3,5,PF,9,Oceania,0
4500,Tonga,2010,3,3,PF,9,Oceania,0
4501,Tonga,2011,3,3,PF,9,Oceania,0
4502,Tonga,2012,2,3,F,9,Oceania,0
4503,Tonga,2013,2,2,F,9,Oceania,0
4504,Tonga,2014,2,2,F,9,Oceania,0
4505,Tonga,2015,2,2,F,9,Oceania,0
4506,Tonga,2016,2,2,F,9,Oceania,0
4507,Tonga,2017,2,2,F,9,Oceania,0
4508,Tonga,2018,2,2,F,9,Oceania,0
4509,Tonga,2019,2,2,F,9,Oceania,0
4510,Tonga,2020,2,2,F,9,Oceania,0
4511,Trinidad and Tobago,1995,2,1,F,19,Americas,0
4512,Trinidad and Tobago,1996,2,1,F,19,Americas,0
4513,Trinidad and Tobago,1997,2,1,F,19,Americas,0
4514,Trinidad and Tobago,1998,2,1,F,19,Americas,0
4515,Trinidad and Tobago,1999,2,1,F,19,Americas,0
4516,Trinidad and Tobago,2000,2,2,F,19,Americas,0
4517,Trinidad and Tobago,2001,3,3,PF,19,Americas,0
4518,Trinidad and Tobago,2002,3,3,PF,19,Americas,0
4519,Trinidad and Tobago,2003,3,3,PF,19,Americas,0
4520,Trinidad and Tobago,2004,3,3,PF,19,Americas,0
4521,Trinidad and Tobago,2005,2,3,F,19,Americas,0
4522,Trinidad and Tobago,2006,2,2,F,19,Americas,0
4523,Trinidad and Tobago,2007,2,2,F,19,Americas,0
4524,Trinidad and Tobago,2008,2,2,F,19,Americas,0
4525,Trinidad and Tobago,2009,2,2,F,19,Americas,0
4526,Trinidad and Tobago,2010,2,2,F,19,Americas,0
4527,Trinidad and Tobago,2011,2,2,F,19,Americas,0
4528,Trinidad and Tobago,2012,2,2,F,19,Americas,0
4529,Trinidad and Tobago,2013,2,2,F,19,Americas,0
4530,Trinidad and Tobago,2014,2,2,F,19,Americas,0
4531,Trinidad and Tobago,2015,2,2,F,19,Americas,0
4532,Trinidad and Tobago,2016,2,2,F,19,Americas,0
4533,Trinidad and Tobago,2017,2,2,F,19,Americas,0
4534,Trinidad and Tobago,2018,2,2,F,19,Americas,0
4535,Trinidad and Tobago,2019,2,2,F,19,Americas,0
4536,Trinidad and Tobago,2020,2,2,F,19,Americas,0
4537,Tunisia,1995,5,6,NF,2,Africa,0
4538,Tunisia,1996,5,6,NF,2,Africa,0
4539,Tunisia,1997,5,6,PF,2,Africa,0
4540,Tunisia,1998,5,6,NF,2,Africa,0
4541,Tunisia,1999,5,6,NF,2,Africa,0
4542,Tunisia,2000,5,6,NF,2,Africa,0
4543,Tunisia,2001,5,6,NF,2,Africa,0
4544,Tunisia,2002,5,6,NF,2,Africa,0
4545,Tunisia,2003,5,6,NF,2,Africa,0
4546,Tunisia,2004,5,6,NF,2,Africa,0
4547,Tunisia,2005,5,6,NF,2,Africa,0
4548,Tunisia,2006,5,6,NF,2,Africa,0
4549,Tunisia,2007,5,7,NF,2,Africa,0
4550,Tunisia,2008,5,7,NF,2,Africa,0
4551,Tunisia,2009,5,7,NF,2,Africa,0
4552,Tunisia,2010,5,7,NF,2,Africa,0
4553,Tunisia,2011,4,3,PF,2,Africa,0
4554,Tunisia,2012,4,3,PF,2,Africa,0
4555,Tunisia,2013,3,3,PF,2,Africa,0
4556,Tunisia,2014,3,1,F,2,Africa,0
4557,Tunisia,2015,3,1,F,2,Africa,0
4558,Tunisia,2016,3,1,F,2,Africa,0
4559,Tunisia,2017,3,2,F,2,Africa,0
4560,Tunisia,2018,3,2,F,2,Africa,0
4561,Tunisia,2019,3,2,F,2,Africa,0
4562,Tunisia,2020,3,2,F,2,Africa,0
4563,Turkey,1995,5,5,PF,142,Asia,0
4564,Turkey,1996,5,4,PF,142,Asia,0
4565,Turkey,1997,5,4,PF,142,Asia,0
4566,Turkey,1998,5,4,PF,142,Asia,0
4567,Turkey,1999,5,4,PF,142,Asia,0
4568,Turkey,2000,5,4,PF,142,Asia,0
4569,Turkey,2001,5,4,PF,142,Asia,0
4570,Turkey,2002,4,3,PF,142,Asia,0
4571,Turkey,2003,4,3,PF,142,Asia,0
4572,Turkey,2004,3,3,PF,142,Asia,0
4573,Turkey,2005,3,3,PF,142,Asia,0
4574,Turkey,2006,3,3,PF,142,Asia,0
4575,Turkey,2007,3,3,PF,142,Asia,0
4576,Turkey,2008,3,3,PF,142,Asia,0
4577,Turkey,2009,3,3,PF,142,Asia,0
4578,Turkey,2010,3,3,PF,142,Asia,0
4579,Turkey,2011,3,3,PF,142,Asia,0
4580,Turkey,2012,4,3,PF,142,Asia,0
4581,Turkey,2013,4,3,PF,142,Asia,0
4582,Turkey,2014,4,3,PF,142,Asia,0
4583,Turkey,2015,4,3,PF,142,Asia,0
4584,Turkey,2016,5,4,PF,142,Asia,0
4585,Turkey,2017,6,5,NF,142,Asia,0
4586,Turkey,2018,6,5,NF,142,Asia,0
4587,Turkey,2019,6,5,NF,142,Asia,0
4588,Turkey,2020,6,5,NF,142,Asia,0
4589,Turkmenistan,1995,7,7,NF,142,Asia,0
4590,Turkmenistan,1996,7,7,NF,142,Asia,0
4591,Turkmenistan,1997,7,7,NF,142,Asia,0
4592,Turkmenistan,1998,7,7,NF,142,Asia,0
4593,Turkmenistan,1999,7,7,NF,142,Asia,0
4594,Turkmenistan,2000,7,7,NF,142,Asia,0
4595,Turkmenistan,2001,7,7,NF,142,Asia,0
4596,Turkmenistan,2002,7,7,NF,142,Asia,0
4597,Turkmenistan,2003,7,7,NF,142,Asia,0
4598,Turkmenistan,2004,7,7,NF,142,Asia,0
4599,Turkmenistan,2005,7,7,NF,142,Asia,0
4600,Turkmenistan,2006,7,7,NF,142,Asia,0
4601,Turkmenistan,2007,7,7,NF,142,Asia,0
4602,Turkmenistan,2008,7,7,NF,142,Asia,0
4603,Turkmenistan,2009,7,7,NF,142,Asia,0
4604,Turkmenistan,2010,7,7,NF,142,Asia,0
4605,Turkmenistan,2011,7,7,NF,142,Asia,0
4606,Turkmenistan,2012,7,7,NF,142,Asia,0
4607,Turkmenistan,2013,7,7,NF,142,Asia,0
4608,Turkmenistan,2014,7,7,NF,142,Asia,0
4609,Turkmenistan,2015,7,7,NF,142,Asia,0
4610,Turkmenistan,2016,7,7,NF,142,Asia,0
4611,Turkmenistan,2017,7,7,NF,142,Asia,0
4612,Turkmenistan,2018,7,7,NF,142,Asia,0
4613,Turkmenistan,2019,7,7,NF,142,Asia,0
4614,Turkmenistan,2020,7,7,NF,142,Asia,0
4615,Tuvalu,1995,1,1,F,9,Oceania,1
4616,Tuvalu,1996,1,1,F,9,Oceania,1
4617,Tuvalu,1997,1,1,F,9,Oceania,1
4618,Tuvalu,1998,1,1,F,9,Oceania,1
4619,Tuvalu,1999,1,1,F,9,Oceania,1
4620,Tuvalu,2000,1,1,F,9,Oceania,1
4621,Tuvalu,2001,1,1,F,9,Oceania,1
4622,Tuvalu,2002,1,1,F,9,Oceania,1
4623,Tuvalu,2003,1,1,F,9,Oceania,1
4624,Tuvalu,2004,1,1,F,9,Oceania,1
4625,Tuvalu,2005,1,1,F,9,Oceania,1
4626,Tuvalu,2006,1,1,F,9,Oceania,1
4627,Tuvalu,2007,1,1,F,9,Oceania,1
4628,Tuvalu,2008,1,1,F,9,Oceania,1
4629,Tuvalu,2009,1,1,F,9,Oceania,1
4630,Tuvalu,2010,1,1,F,9,Oceania,1
4631,Tuvalu,2011,1,1,F,9,Oceania,1
4632,Tuvalu,2012,1,1,F,9,Oceania,1
4633,Tuvalu,2013,1,1,F,9,Oceania,1
4634,Tuvalu,2014,1,1,F,9,Oceania,1
4635,Tuvalu,2015,1,1,F,9,Oceania,1
4636,Tuvalu,2016,1,1,F,9,Oceania,1
4637,Tuvalu,2017,1,1,F,9,Oceania,1
4638,Tuvalu,2018,1,1,F,9,Oceania,1
4639,Tuvalu,2019,1,1,F,9,Oceania,1
4640,Tuvalu,2020,1,1,F,9,Oceania,1
4641,Uganda,1995,4,5,PF,2,Africa,1
4642,Uganda,1996,4,4,PF,2,Africa,1
4643,Uganda,1997,4,4,PF,2,Africa,1
4644,Uganda,1998,4,4,PF,2,Africa,1
4645,Uganda,1999,5,5,PF,2,Africa,1
4646,Uganda,2000,5,6,PF,2,Africa,1
4647,Uganda,2001,5,6,PF,2,Africa,1
4648,Uganda,2002,4,6,PF,2,Africa,1
4649,Uganda,2003,4,5,PF,2,Africa,1
4650,Uganda,2004,4,5,PF,2,Africa,1
4651,Uganda,2005,4,5,PF,2,Africa,1
4652,Uganda,2006,4,5,PF,2,Africa,1
4653,Uganda,2007,4,5,PF,2,Africa,1
4654,Uganda,2008,4,5,PF,2,Africa,1
4655,Uganda,2009,4,5,PF,2,Africa,1
4656,Uganda,2010,4,5,PF,2,Africa,1
4657,Uganda,2011,4,5,PF,2,Africa,1
4658,Uganda,2012,4,5,PF,2,Africa,1
4659,Uganda,2013,4,6,PF,2,Africa,1
4660,Uganda,2014,5,6,NF,2,Africa,1
4661,Uganda,2015,5,6,NF,2,Africa,1
4662,Uganda,2016,5,6,NF,2,Africa,1
4663,Uganda,2017,4,6,PF,2,Africa,1
4664,Uganda,2018,5,6,NF,2,Africa,1
4665,Uganda,2019,5,6,NF,2,Africa,1
4666,Uganda,2020,5,6,NF,2,Africa,1
4667,Ukraine,1995,4,3,PF,150,Europe,0
4668,Ukraine,1996,4,3,PF,150,Europe,0
4669,Ukraine,1997,4,3,PF,150,Europe,0
4670,Ukraine,1998,4,3,PF,150,Europe,0
4671,Ukraine,1999,4,3,PF,150,Europe,0
4672,Ukraine,2000,4,4,PF,150,Europe,0
4673,Ukraine,2001,4,4,PF,150,Europe,0
4674,Ukraine,2002,4,4,PF,150,Europe,0
4675,Ukraine,2003,4,4,PF,150,Europe,0
4676,Ukraine,2004,3,4,PF,150,Europe,0
4677,Ukraine,2005,2,3,F,150,Europe,0
4678,Ukraine,2006,2,3,F,150,Europe,0
4679,Ukraine,2007,2,3,F,150,Europe,0
4680,Ukraine,2008,2,3,F,150,Europe,0
4681,Ukraine,2009,2,3,F,150,Europe,0
4682,Ukraine,2010,3,3,PF,150,Europe,0
4683,Ukraine,2011,3,4,PF,150,Europe,0
4684,Ukraine,2012,3,4,PF,150,Europe,0
4685,Ukraine,2013,3,4,PF,150,Europe,0
4686,Ukraine,2014,3,3,PF,150,Europe,0
4687,Ukraine,2015,3,3,PF,150,Europe,0
4688,Ukraine,2016,3,3,PF,150,Europe,0
4689,Ukraine,2017,3,3,PF,150,Europe,0
4690,Ukraine,2018,4,3,PF,150,Europe,0
4691,Ukraine,2019,3,3,PF,150,Europe,0
4692,Ukraine,2020,4,3,PF,150,Europe,0
4693,United Arab Emirates,1995,5,6,NF,142,Asia,0
4694,United Arab Emirates,1996,5,6,NF,142,Asia,0
4695,United Arab Emirates,1997,5,6,NF,142,Asia,0
4696,United Arab Emirates,1998,5,6,NF,142,Asia,0
4697,United Arab Emirates,1999,5,6,NF,142,Asia,0
4698,United Arab Emirates,2000,5,6,NF,142,Asia,0
4699,United Arab Emirates,2001,5,6,NF,142,Asia,0
4700,United Arab Emirates,2002,5,6,NF,142,Asia,0
4701,United Arab Emirates,2003,6,6,NF,142,Asia,0
4702,United Arab Emirates,2004,6,6,NF,142,Asia,0
4703,United Arab Emirates,2005,6,6,NF,142,Asia,0
