rank,country_name,finalIq,pop2021,mother_educ,father_educ,gender,internet,math,read,science,stu_wgt,desk,room,television,computer_n,car,book,wealth,escs,class
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,637.481,625.914,660.727,30.85118,yes,yes,3+,2,2,26-100,-0.2189,-0.0795,HIGH
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,404.652,283.257,355.139,156.5388,no,no,1,1,1,101-200,-0.9153,-1.4835,HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 2,male,yes,232.356,229.622,240.693,1.098,yes,no,2,1,1,11-25,-1.1846,0.1495,LOW
30,Croatia,97,4081.651,ISCED 3A,"ISCED 3B, C",female,yes,441.955,514.211,407.946,8.50974,yes,no,2,1,1,more than 500,-1.6543,0.0391,MED-HIGH
17,Austria,99,9043.07,ISCED 2,"ISCED 3B, C",female,yes,480.747,445.49,422.129,9.57105,yes,no,3+,3+,1,26-100,-0.0657,-0.8551,HIGH
81,Brazil,85,213993.437,ISCED 1,ISCED 2,female,yes,332.777,383.661,383.464,273.9685,yes,yes,3+,1,0,more than 500,-1.5332,-1.5144,LOW
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,335.475,242.511,261.953,1.04,no,no,1,3+,1,11-25,0.1775,0.055,LOW
11,Finland,100,5548.36,ISCED 3A,ISCED 3A,male,yes,499.415,502.526,467.98,8.83273,yes,yes,3+,3+,2,201-500,0.3122,0.7687,HIGH
47,Greece,93,10370.744,ISCED 3A,ISCED 2,female,yes,466.96,549.084,458.681,13.3314,yes,no,3+,1,1,26-100,-1.0166,-1.1976,LOW-MED
41,Vietnam,94,98168.833,less than ISCED1,less than ISCED1,female,no,443.249,382.93,424.268,144.3858,no,no,1,0,0,11-25,-4.5167,-4.0039,LOW-MED
127,Qatar,80,2930.528,ISCED 3A,"ISCED 3B, C",female,yes,404.904,445.176,405.687,1.02041,yes,no,3+,3+,3+,11-25,2.6829,0.7624,LOW
60,Turkey,89,85042.738,ISCED 2,ISCED 2,male,no,330.14,342.175,290.64,109.9078,no,no,1,0,0,11-25,-3.1928,-2.6527,LOW-MED
77,Georgia,86,3979.765,ISCED 3A,"ISCED 3B, C",female,yes,472.728,462.047,452.547,5.99557,yes,yes,1,2,1,201-500,-0.1142,0.9667,LOW-MED
35,Spain,96,46745.216,ISCED 3A,ISCED 1,female,yes,553.393,515.893,493.595,81.95201,yes,yes,3+,2,1,26-100,-0.2121,-0.991,MED-HIGH
34,Italy,96,60367.477,ISCED 3A,ISCED 2,female,yes,490.653,489.276,426.116,118.389,yes,yes,3+,3+,2,26-100,1.0435,-0.3279,MED-HIGH
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,male,yes,667.019,609.61,652.572,6.20931,yes,yes,3+,3+,3+,more than 500,0.0593,1.4703,MED-HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",female,yes,451.669,483.69,425.498,15.84243,yes,yes,3+,2,2,0-10,0.4169,0.2564,HIGH
46,Lithuania,94,2689.862,"ISCED 3B, C","ISCED 3B, C",male,yes,458.466,460.207,473.065,6.18885,yes,yes,3+,3+,2,26-100,0.8192,0.9666,LOW-MED
108,Colombia,83,51265.844,ISCED 3A,ISCED 2,female,yes,341.816,473.042,387.726,42.21511,yes,no,1,1,0,11-25,-2.4952,-1.7589,LOW
10,Switzerland,100,8715.494,"ISCED 3B, C",ISCED 3A,male,yes,618.35,642.804,716.522,17.03779,yes,yes,2,3+,1,26-100,-0.21,1.084,HIGH
45,Ireland,94,4982.907,"ISCED 3B, C","ISCED 3B, C",female,yes,463.455,454.321,435.759,9.84967,yes,yes,3+,1,2,11-25,0.3417,-0.7231,LOW-MED
116,Dominican Republic,82,10953.703,ISCED 3A,ISCED 3A,female,yes,493.692,458.948,449.164,28.68156,no,yes,3+,0,3+,11-25,-0.056,0.4961,LOW
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,male,yes,521.806,494.152,503.132,33.93881,yes,yes,3+,1,1,201-500,-0.0721,0.8114,LOW-MED
77,Georgia,86,3979.765,"ISCED 3B, C","ISCED 3B, C",male,yes,221.741,344.066,280.111,14.59592,yes,yes,1,1,1,101-200,-1.1955,-0.8316,LOW-MED
29,Norway,97,5465.63,ISCED 3A,ISCED 3A,male,yes,472.207,521.963,518.671,20.64815,yes,yes,1,3+,2,26-100,0.4999,-0.2108,MED-HIGH
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,male,yes,536.609,465.583,535.783,7.9303,yes,yes,1,2,1,more than 500,-1.5028,-0.6858,MED-HIGH
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,female,yes,316.23,406.033,430.437,15.24739,yes,yes,3+,2,2,11-25,0.2949,-0.2109,HIGH
61,Thailand,89,69950.85,ISCED 3A,ISCED 2,female,yes,348.016,424.944,460.887,106.4988,yes,yes,2,2,2,201-500,0.2122,-0.6816,LOW-MED
117,Albania,82,2872.933,"ISCED 3B, C","ISCED 3B, C",female,yes,501.448,568.301,562.857,10.02857,yes,yes,3+,2,1,101-200,0.13979999999999998,0.6857249999999999,LOW
31,Slovenia,97,2078.724,ISCED 3A,"ISCED 3B, C",male,yes,510.719,490.106,538.863,2.32143,yes,yes,3+,3+,1,101-200,0.0712,0.302,MED-HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,450.411,427.321,447.757,1.10526,yes,yes,2,3+,2,11-25,0.3275,-0.3637,MED-HIGH
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,male,yes,424.01,448.572,457.832,17.91486,yes,no,3+,3+,2,11-25,0.2175,0.3948,LOW-MED
81,Brazil,85,213993.437,"ISCED 3B, C","ISCED 3B, C",female,yes,321.644,336.613,363.702,51.67238,yes,yes,1,1,1,11-25,-0.3916,0.6302,LOW
70,Mexico,87,130262.216,less than ISCED1,less than ISCED1,male,no,382.178,391.066,404.634,743.6862,yes,no,1,0,0,0-10,-2.4626,-3.1675,LOW-MED
14,United Kingdom,99,68207.116,"ISCED 3B, C",ISCED 2,female,yes,401.294,460.004,446.355,9.48398,yes,no,3+,2,1,0-10,-0.2346,-0.739,HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C",ISCED 3A,female,yes,396.623,462.141,410.441,147.6574,yes,yes,3+,2,1,26-100,0.5128,-0.5659,HIGH
58,Uruguay,90,3485.151,ISCED 3A,ISCED 1,female,yes,390.289,483.408,415.15,5.43962,yes,no,2,0,0,0-10,-1.96,-1.8042,LOW-MED
80,Indonesia,85,276361.783,ISCED 2,ISCED 2,male,yes,405.136,390.69,406.133,1002.3831492,yes,yes,1,0,0,0-10,-2.0815,-2.1761,LOW
70,Mexico,87,130262.216,ISCED 1,ISCED 1,male,no,385.029,335.55,349.292,234.4284,yes,no,3+,0,1,101-200,-3.0383,-2.8065,LOW-MED
41,Vietnam,94,98168.833,ISCED 2,ISCED 2,male,no,467.421,461.705,476.777,138.8582,yes,no,1,2,0,101-200,-2.1942,-2.2909,LOW-MED
52,Moldova,92,4024.019,ISCED 3A,ISCED 3A,male,yes,327.349,331.81,366.163,4.54703,yes,yes,3+,3+,2,101-200,1.6652,1.1171,LOW-MED
117,Albania,82,2872.933,ISCED 3A,ISCED 3A,male,yes,600.441,566.927,555.789,8.92598,yes,yes,1,2,1,11-25,-0.41605,0.7403,LOW
9,Netherlands,100,17173.099,ISCED 3A,ISCED 2,male,yes,507.596,483.788,483.479,31.07545,yes,yes,3+,3+,2,0-10,1.9076,1.0045,HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,429.364,519.654,461.798,56.68011,yes,yes,2,1,1,26-100,-1.3137,-1.2303,LOW
40,Malta,95,442.784,"ISCED 3B, C",ISCED 2,female,yes,172.131,88.864,98.086,1.39535,yes,yes,3+,2,1,26-100,0.3936,0.2562,MED-HIGH
96,Peru,84,33359.418,ISCED 2,ISCED 3A,male,no,354.23,434.366,408.544,59.80729,yes,no,2,0,0,11-25,-2.69,-2.1004,LOW
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,380.425,451.891,395.331,42.77949,yes,yes,3+,2,3+,26-100,0.5187,0.4879,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,360.61,399.525,354.19,37.06707,yes,no,3+,2,3+,26-100,1.336,0.0707,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,480.049,446.492,374.78,25.73145,yes,yes,3+,1,2,0-10,-0.124425,0.152775,HIGH
5,South Korea,104,51305.186,ISCED 2,ISCED 3A,female,no,375.496,384.782,352.786,102.9295,yes,yes,2,2,1,26-100,-1.4888,-1.2091,HIGH
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,female,no,372.677,390.977,406.401,23.89793,yes,yes,3+,1,1,0-10,-1.3733,0.3929,LOW-MED
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,female,yes,537.96,579.911,555.129,23.39462,yes,yes,2,3+,1,26-100,-0.0136,1.2791,LOW-MED
17,Austria,99,9043.07,ISCED 3A,"ISCED 3B, C",male,yes,554.731,535.171,519.602,16.49816,yes,yes,3+,2,2,26-100,0.3374,0.1808,HIGH
9,Netherlands,100,17173.099,ISCED 3A,ISCED 2,male,yes,608.211,685.461,667.331,37.48645,yes,yes,1,3+,1,26-100,-0.5229,0.0231,HIGH
41,Vietnam,94,98168.833,ISCED 3A,ISCED 3A,male,no,470.23,481.142,496.95,125.0319,yes,yes,2,0,0,101-200,-1.9621,-1.5972,LOW-MED
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,female,yes,543.235,586.752,515.544,89.80356,yes,yes,1,1,2,201-500,-0.1826,0.7055,HIGH
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,female,yes,387.39,425.294,361.889,7.38181,yes,no,1,1,1,0-10,-1.0824,-0.6103,MED-HIGH
43,Portugal,94,10167.925,less than ISCED1,less than ISCED1,female,yes,501.642,506.329,536.868,1,yes,yes,2,2,0,11-25,-0.8242,-2.2979,LOW-MED
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,379.263,386.846,364.335,1.20561,yes,no,1,3+,3+,0-10,0.8464,0.8114,LOW
76,Costa Rica,86,5139.052,less than ISCED1,"ISCED 3B, C",female,yes,499.727,579.173,512.24,6.47743,yes,yes,3+,3+,3+,26-100,-0.3007,0.3164,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 2,male,no,485.649,540.654,494.228,21.88089,yes,yes,0,1,3+,201-500,-1.3275,-0.792,HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,487.803,463.779,403.023,61.41886,yes,yes,2,2,1,26-100,-0.9518,0.28,LOW
70,Mexico,87,130262.216,ISCED 2,ISCED 2,female,yes,529.691,481.964,461.677,121.187,yes,yes,2,0,1,26-100,-1.2605,-0.8623,LOW-MED
28,Denmark,97,5813.298,ISCED 2,ISCED 2,female,yes,452.361,438.23,406.732,13.66164,no,yes,2,2,1,0-10,-0.7494,-1.505,MED-HIGH
127,Qatar,80,2930.528,ISCED 1,ISCED 2,male,yes,287.803,198.924,292.159,1.02273,yes,yes,3+,2,2,0-10,0.0503,-0.8357,LOW
81,Brazil,85,213993.437,"ISCED 3B, C","ISCED 3B, C",male,yes,440.258,479.954,515.47,235.7745,yes,no,3+,2,1,101-200,-0.5223,-0.2752,LOW
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",male,yes,361.157,380.886,326.655,1.02139,yes,yes,3+,3+,2,11-25,0.9984,0.1234,LOW
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,649.491,605.369,626.212,93.11187,yes,yes,2,1,1,201-500,-0.341,-0.2309,HIGH
70,Mexico,87,130262.216,ISCED 2,ISCED 2,female,yes,405.829,397.64,414.586,220.1631,no,yes,3+,1,2,0-10,-1.3029,-0.6756,LOW-MED
46,Lithuania,94,2689.862,"ISCED 3B, C",ISCED 3A,female,yes,413.72,468.209,445.926,5.23333,yes,yes,2,3+,2,0-10,-0.361625,0.06922499999999998,LOW-MED
16,Belgium,99,11632.326,ISCED 2,ISCED 3A,male,yes,514.523,502.796,547.78,16.45025,yes,yes,2,3+,2,26-100,0.1871,0.0958,HIGH
48,Bulgaria,93,6896.663,"ISCED 3B, C",ISCED 3A,male,yes,298.268,261.566,283.484,9.18742,yes,yes,2,1,0,11-25,-0.7155,0.1381,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,532.509,498.219,507.054,23.0614,yes,yes,3+,3+,2,26-100,0.2892,-0.1736,HIGH
81,Brazil,85,213993.437,less than ISCED1,ISCED 2,male,yes,334.709,302.397,270.589,47.36836,no,no,1,1,1,0-10,-1.1427,-1.78645,LOW
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",female,yes,545.618,636.23,556.185,2.4,yes,yes,2,2,2,101-200,0.0772,-0.7032,MED-HIGH
99,Lebanon,84,6769.146,ISCED 3A,ISCED 3A,male,yes,488.011,389.739,448.179,4.67816,yes,yes,1,1,1,201-500,-1.648,-0.1885,LOW
11,Finland,100,5548.36,ISCED 3A,ISCED 2,male,no,208.933,225.962,312.829,9.49107,no,no,3+,3+,3+,more than 500,0.523,0.1903,HIGH
10,Switzerland,100,8715.494,ISCED 3A,"ISCED 3B, C",female,yes,534.457,492.49,560.199,45.53459,yes,yes,2,3+,1,101-200,0.1521,1.072,HIGH
28,Denmark,97,5813.298,less than ISCED1,ISCED 3A,female,yes,431.556,438.632,460.116,4.55254,yes,no,1,0,1,0-10,-2.1848,0.134,MED-HIGH
81,Brazil,85,213993.437,"ISCED 3B, C",ISCED 3A,male,yes,465.148,481.179,547.328,35.98201,yes,yes,3+,2,3+,0-10,0.2519,0.7928,LOW
26,Iceland,98,343.353,ISCED 2,ISCED 3A,female,yes,387.295,469.918,434.66,1.36088,yes,yes,3+,2,1,11-25,-0.0706,0.3355,HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,513.75,404.534,477.098,1.06079,yes,yes,2,2,1,26-100,-0.652,-0.615,MED-HIGH
43,Portugal,94,10167.925,ISCED 2,ISCED 2,female,yes,593.982,563.046,568.943,16.54351,yes,yes,3+,1,1,101-200,-0.5809,-0.7418,LOW-MED
35,Spain,96,46745.216,less than ISCED1,"ISCED 3B, C",female,yes,266.591,234.812,309.685,62.91481,yes,yes,2,1,2,0-10,-0.2067,-1.4797,MED-HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C",ISCED 2,male,yes,318.841,293.984,288.074,15.43384,yes,yes,3+,3+,3+,26-100,1.852,0.7987,HIGH
41,Vietnam,94,98168.833,"ISCED 3B, C","ISCED 3B, C",male,yes,604.827,548.743,600.116,123.8271,yes,yes,2,1,0,26-100,-1.8063,-0.9058,LOW-MED
28,Denmark,97,5813.298,ISCED 3A,ISCED 3A,male,yes,536.178,544.974,550.569,13.07745,yes,yes,3+,3+,2,26-100,1.1278,0.536,MED-HIGH
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,male,yes,401.315,363.482,360.653,14.98483,yes,yes,3+,3+,2,11-25,0.8357,-0.7164,HIGH
70,Mexico,87,130262.216,"ISCED 3B, C","ISCED 3B, C",male,yes,433.634,414.93,407.742,206.2897,yes,no,3+,2,2,11-25,-0.5261,0.6145,LOW-MED
52,Moldova,92,4024.019,"ISCED 3B, C","ISCED 3B, C",male,yes,339.636,422.829,441.026,4.72192,yes,no,1,1,0,0-10,-2.1345,-1.1923,LOW-MED
20,France,98,65426.179,"ISCED 3B, C","ISCED 3B, C",male,yes,522.226,475.879,494.514,120.3097,yes,yes,3+,3+,2,0-10,-0.164,0.0996,HIGH
20,France,98,65426.179,ISCED 3A,ISCED 3A,male,yes,455.824,299.728,450.546,100.2581,yes,yes,3+,3+,3+,201-500,2.8748,1.7249,HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 2,female,yes,293.4,383.144,350.687,13.48276,yes,yes,0,0,0,101-200,-2.199,-0.5766,LOW
4,Japan,104,126050.804,ISCED 3A,"ISCED 3B, C",female,yes,576.135,518.097,528.262,181.0586,yes,yes,2,1,0,0-10,-1.3109,-0.1077,HIGH
29,Norway,97,5465.63,"ISCED 3B, C",ISCED 3A,female,yes,611.244,578.131,568.091,10.23727,yes,yes,3+,3+,3+,101-200,2.3166,1.2954,MED-HIGH
77,Georgia,86,3979.765,ISCED 3A,"ISCED 3B, C",male,yes,287.326,309.311,364.91,5.98663,yes,yes,3+,1,3+,26-100,-0.3199,0.3079,LOW-MED
62,Chile,89,19212.361,ISCED 3A,ISCED 3A,female,yes,504.904,508.633,469.552,28.11967,yes,yes,2,2,1,26-100,-0.1985,0.6956,LOW-MED
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,female,yes,694.728,598.18,576.144,11.22222,yes,yes,2,2,3+,101-200,0.3944,0.6644,HIGH
14,United Kingdom,99,68207.116,ISCED 3A,"ISCED 3B, C",male,yes,477.994,380.244,492.866,136.5492,yes,yes,3+,3+,3+,26-100,0.9696,0.6021,HIGH
39,Luxembourg,95,634.814,ISCED 3A,"ISCED 3B, C",female,yes,625.344,643.706,634.648,1,yes,yes,2,3+,2,more than 500,0.3857,1.5456,MED-HIGH
61,Thailand,89,69950.85,ISCED 3A,ISCED 2,female,no,426.223,415.908,443.182,111.9715,yes,yes,1,0,0,11-25,-2.5674,-1.6221,LOW-MED
24,Slovakia,98,5460.721,"ISCED 3B, C",ISCED 3A,female,yes,405.184,438.774,381.84,5.44674,yes,yes,3+,2,1,0-10,-0.5614,-0.9241,HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C",ISCED 2,male,yes,574.776,481.52,532.167,2.32926,yes,yes,3+,2,1,0-10,-0.4242,-1.4485,MED-HIGH
77,Georgia,86,3979.765,"ISCED 3B, C",ISCED 3A,male,yes,260.427,293.462,300.269,12.42037,yes,yes,3+,2,2,11-25,0.1765,-0.2592,LOW-MED
62,Chile,89,19212.361,ISCED 3A,ISCED 3A,male,yes,595.176,534.355,601.61,11.12532,yes,yes,3+,3+,3+,101-200,1.3626,1.3886,LOW-MED
95,Algeria,84,44616.624,less than ISCED1,ISCED 3A,female,no,435.009,446.171,456.429,51.7878,yes,no,2,3+,1,0-10,-1.1265,-0.5171,LOW
73,United Arab Emirates,87,9991.089,ISCED 2,ISCED 2,male,yes,222.237,165.361,206.046,9.5006,yes,no,3+,3+,3+,0-10,3.1449,1.8213,LOW-MED
48,Bulgaria,93,6896.663,ISCED 2,"ISCED 3B, C",female,no,294.431,215.592,352.285,9.53516,no,yes,2,0,0,11-25,-1.7559,-1.5893,LOW-MED
81,Brazil,85,213993.437,ISCED 1,ISCED 3A,male,yes,495.107,460.4,531.553,44.07477,yes,yes,1,1,2,11-25,-0.8743,-0.5337,LOW
58,Uruguay,90,3485.151,ISCED 2,"ISCED 3B, C",female,yes,323.48,288.576,326.914,5.31839,yes,yes,3+,3+,1,26-100,0.3846,-0.5825,LOW-MED
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,male,yes,522.662,523.059,507.911,11.15347,yes,yes,2,3+,2,11-25,0.1448,0.9665,HIGH
29,Norway,97,5465.63,ISCED 2,ISCED 3A,female,yes,533.164,603.533,536.686,10.90327,yes,yes,1,2,1,26-100,-0.2509,0.775,MED-HIGH
34,Italy,96,60367.477,ISCED 3A,"ISCED 3B, C",male,yes,374.077,367.745,378.002,1.19416,yes,yes,3+,2,1,26-100,0.0287,-0.9802,MED-HIGH
33,Russia,96,145912.025,ISCED 2,"ISCED 3B, C",female,yes,520.998,563.422,584.597,99.07434,yes,yes,2,2,1,26-100,-0.8523,-0.2712,MED-HIGH
31,Slovenia,97,2078.724,ISCED 3A,ISCED 3A,female,yes,555.759,530.479,543.088,1.18387,yes,yes,3+,3+,2,101-200,0.4761,1.1967,MED-HIGH
17,Austria,99,9043.07,"ISCED 3B, C","ISCED 3B, C",female,yes,467.362,446.525,458.625,3.69012,yes,yes,2,2,2,11-25,-0.4775,-0.9775,HIGH
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,female,yes,466.729,472.136,480.586,41.51687,yes,yes,2,3+,1,26-100,0.3431,-0.5308,HIGH
20,France,98,65426.179,ISCED 3A,ISCED 3A,female,yes,554.606,628.569,645.71,109.8028,yes,yes,2,2,1,26-100,0.1897,0.1502,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,654.751,665.102,653.656,43.10251,yes,yes,1,3+,2,more than 500,-0.1306,0.7272,HIGH
22,Sweden,98,10160.169,ISCED 3A,"ISCED 3B, C",female,yes,515.336,621.09,551.401,13.91187,yes,yes,2,3+,2,26-100,0.1681,-0.0147,HIGH
34,Italy,96,60367.477,ISCED 3A,"ISCED 3B, C",male,yes,620.703,668.925,712.347,4.22512,yes,yes,2,2,1,26-100,-0.3958,-0.0562,MED-HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,female,yes,586.883,648.294,641.043,1,yes,yes,2,3+,1,101-200,0.9491,1.0631,LOW
60,Turkey,89,85042.738,ISCED 1,"ISCED 3B, C",female,yes,528.033,528.334,491.335,209.9215,yes,yes,2,1,1,26-100,-0.2195,-0.8175,LOW-MED
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,757.799,649.216,710.085,7.3501,yes,yes,3+,3+,2,more than 500,1.2439,1.2804,HIGH
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",female,yes,413.36,407.528,450.543,1.01923,yes,yes,1,2,1,11-25,0.0026,0.7335,LOW
80,Indonesia,85,276361.783,ISCED 1,ISCED 3A,male,yes,356.559,323.593,402.464,396.69410152,yes,no,1,1,0,26-100,-2.1381,-1.2176,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,344.585,440.762,355.919,29.43167,yes,yes,3+,3+,2,26-100,1.4862,1.0398,HIGH
20,France,98,65426.179,ISCED 3A,ISCED 2,female,yes,618.409,614.929,582.2,113.9527,yes,yes,3+,3+,1,26-100,0.417,-0.0352,HIGH
116,Dominican Republic,82,10953.703,"ISCED 3B, C",ISCED 2,female,yes,305.973,390.176,360.243,37.54692,no,yes,2,1,0,0-10,-1.9816,-0.3843,LOW
24,Slovakia,98,5460.721,ISCED 3A,"ISCED 3B, C",male,yes,556.637,382.227,401.057,7.04225,yes,yes,1,3+,1,11-25,-0.0707,1.1314,HIGH
108,Colombia,83,51265.844,less than ISCED1,less than ISCED1,male,yes,371.366,378.548,429.252,14.16858,yes,no,3+,1,0,0-10,-1.8227,-2.7636,LOW
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,female,yes,608.875,620.564,673.183,28.2307,yes,yes,2,1,2,26-100,0.2807,0.4396,HIGH
95,Algeria,84,44616.624,less than ISCED1,ISCED 3A,male,no,408.193,377.402,416.712,52.16306,no,no,1,0,0,0-10,-4.7685,-2.5703,LOW
99,Lebanon,84,6769.146,"ISCED 3B, C",ISCED 1,male,yes,672.487,535.303,488.354,2.30304,yes,yes,3+,1,1,26-100,-0.7667,-0.7804,LOW
76,Costa Rica,86,5139.052,ISCED 3A,ISCED 3A,male,yes,532.538,522.158,505.17,7.29723,yes,yes,3+,3+,2,26-100,0.4455,0.3512,LOW-MED
108,Colombia,83,51265.844,ISCED 2,ISCED 3A,male,yes,531.054,561.784,559.94,140.3878,no,yes,3+,2,2,101-200,-0.1949,-0.6283,LOW
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,no,248.073,293.112,224.765,9.60101,no,no,2,0,0,101-200,-3.1549,-1.6923,LOW-MED
10,Switzerland,100,8715.494,ISCED 1,"ISCED 3B, C",male,yes,480.053,504.826,449.669,12.05291,yes,no,2,3+,2,26-100,-0.168,0.2097,HIGH
26,Iceland,98,343.353,ISCED 3A,"ISCED 3B, C",male,yes,498.311,454.026,556.565,1,yes,yes,1,2,2,101-200,0.75,1.127,HIGH
127,Qatar,80,2930.528,less than ISCED1,ISCED 1,male,yes,383.859,400.7,452.296,1.18421,no,yes,1,1,1,11-25,-0.585,-1.8975,LOW
95,Algeria,84,44616.624,less than ISCED1,ISCED 1,male,no,282.746,235.256,267.896,60.19449,yes,no,1,1,0,0-10,-2.8299,-2.6738,LOW
19,Germany,98,83900.473,ISCED 2,ISCED 2,female,yes,509.813,478.961,511.662,108.3578,yes,yes,2,2,1,26-100,-0.5834,-1.05,HIGH
18,Estonia,99,1325.185,ISCED 3A,"ISCED 3B, C",female,yes,514.299,466.959,480.419,1.5944,yes,yes,2,2,2,26-100,-0.4058,-0.7389,HIGH
17,Austria,99,9043.07,"ISCED 3B, C","ISCED 3B, C",male,yes,605.457,566.164,589.194,16.21135,yes,yes,3+,2,3+,201-500,1.0008,-0.246,HIGH
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,male,yes,365.179,374.738,391.24,47.87446,yes,yes,1,0,0,more than 500,-2.0948,-0.624,MED-HIGH
77,Georgia,86,3979.765,"ISCED 3B, C","ISCED 3B, C",male,yes,450.976,492.403,484.856,7.04018,yes,yes,3+,2,2,more than 500,-0.221,0.4207,LOW-MED
70,Mexico,87,130262.216,less than ISCED1,ISCED 3A,female,yes,399.687,399.588,379.009,158.2786,yes,yes,2,2,1,101-200,-1.1489,0.5041,LOW-MED
62,Chile,89,19212.361,ISCED 3A,ISCED 3A,male,yes,485.712,516.563,452.401,8.4333,yes,yes,3+,3+,2,101-200,2.1416,1.9115,LOW-MED
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",female,yes,312.733,388.278,351.81,16.56782,yes,yes,3+,2,1,0-10,-0.0821,-1.4506,HIGH
91,Montenegro,85,628.053,"ISCED 3B, C","ISCED 3B, C",male,yes,294.275,323.053,309.32,1.11495,yes,no,1,1,1,26-100,-1.2319,-0.2327,LOW
38,Latvia,95,1866.942,ISCED 3A,ISCED 2,female,yes,495.096,498.181,509.426,3.0178,yes,yes,3+,2,1,101-200,-0.4952,-0.313,MED-HIGH
28,Denmark,97,5813.298,ISCED 3A,ISCED 3A,male,yes,583.204,503.738,592.849,11.28004,yes,yes,1,3+,1,more than 500,0.0695,1.5488,MED-HIGH
33,Russia,96,145912.025,"ISCED 3B, C","ISCED 3B, C",female,yes,415.999,443.735,430.45,184.4471,yes,yes,2,2,1,201-500,-0.2659,0.2672,MED-HIGH
85,Tunisia,85,11935.766,ISCED 3A,ISCED 3A,female,yes,503.394,504.706,456.1,18.70642,yes,yes,2,3+,1,26-100,-0.0569,1.0749,LOW
16,Belgium,99,11632.326,less than ISCED1,ISCED 2,male,yes,546.965,532.024,518.836,14.44014,yes,yes,3+,3+,2,0-10,1.0959,-1.0512,HIGH
85,Tunisia,85,11935.766,less than ISCED1,ISCED 2,male,yes,312.93,301.084,320.272,14.50458,yes,yes,1,1,0,11-25,-2.3438,-0.4705,LOW
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,female,yes,343.333,461.28,348.402,1,yes,yes,2,1,3+,101-200,-0.5273,-0.5228,LOW-MED
9,Netherlands,100,17173.099,ISCED 3A,ISCED 3A,male,yes,567.574,537.782,605.791,29.20758,yes,yes,3+,3+,2,101-200,0.8462,0.8874,HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 3A,female,yes,577.737,595.532,527.176,319.3756,yes,yes,2,2,3+,26-100,-0.213,0.7842,LOW
91,Montenegro,85,628.053,"ISCED 3B, C","ISCED 3B, C",male,yes,477.403,294.266,320.868,1.11495,yes,yes,3+,3+,2,more than 500,0.8946,-0.0268,LOW
80,Indonesia,85,276361.783,ISCED 1,ISCED 3A,female,no,340.285,394.004,366.324,131.16808898,no,yes,1,0,0,0-10,-3.7458,-2.6074,LOW
